lat,lon,elev,cell_id
-1227467.5082745224,858503.5538247483,37.23476793842635,51
-1197347.2744797927,878869.4634656708,40.55784917150739,52
-1167164.3869212929,899069.3998569478,44.40771249293583,53
-1136919.558631912,919102.2609248889,89.75729232292535,54
-1106613.5118218001,938966.9483376866,130.82531732811157,55
-1076246.9778964026,958662.3675724863,156.40642019638574,56
-1045820.6974743543,978187.4279832684,114.53308280323758,57
-1015335.4204052149,997541.0428695466,118.49869532707922,58
-984791.9057870379,1016722.1295459041,133.89922257926966,59
-954190.9219837609,1035729.609412345,152.47942920814683,60
-923533.2466424069,1054562.408025487,146.96215858439277,61
-892819.6667100771,1073219.4551705853,173.50979725906936,62
-862050.9784507403,1091699.684934408,148.56661637207657,63
-831227.9874617833,1110002.0357789483,160.6931904437715,64
-800351.5086903248,1128125.4506159902,150.35025341370795,65
-769422.3664492804,1146068.8768825291,145.06619628463838,66
-738441.394433155,1163831.266617045,183.9603896697407,67
-707409.4357335594,1181411.5765366459,179.0345468064393,68
-676327.342854434,1198808.7681150683,186.2554713156643,69
-645195.9777269631,1216021.8076615504,256.2503557216377,70
-614016.2117241744,1233049.6664005723,150.44080706383434,71
-582788.925675195,1249891.320552482,240.864398694391,72
-551515.0098791651,1266545.7514149903,304.00000000000006,73
-520195.36411878676,1283011.9454455497,301.5123582036756,74
-488830.8976734943,1299288.8943446232,290.0809332450239,75
-457422.52933222824,1315375.5951398304,288.5354118228277,76
-425971.1874058063,1331271.0502709975,275.0133970776284,77
-394477.8097388641,1346974.2676760878,316.1982924809879,78
-362943.3437213643,1362484.260878039,315.650287108371,79
-331368.74629963946,1377800.0490724812,274,80
-299754.9839869762,1392920.6572163776,254.44657159414734,81
-268103.032873702,1407845.1161175459,213.37467451005753,82
-236413.87863677077,1422572.462525096,186.8492404854558,83
-204688.51654883425,1437101.7392207696,174.00000000000003,84
-172927.95148675537,1451431.9951111772,174,85
-141133.19793959893,1465562.2853209607,186.46140681928813,86
-109305.28001601688,1479491.6712868481,216.73673148504096,87
-77445.23145106992,1493219.2208526284,213.0851430587153,88
-45554.09561242062,1506744.0083650232,244.4515392078445,89
-13632.92550592248,1520065.1147704902,363.72933718497313,90
18317.21621946185,1533181.627712913,387.4516170691097,91
50295.257267372705,1546092.64163222,472,92
82300.11569047668,1558797.257863902,489.86821260288775,93
114330.69988756735,1571294.5847394436,246.25369489060688,94
-22294.76596633057,-1054633.4595116556,1803.9067932629878,95
2019.6958584547626,-1030563.8695733735,2069.049169462638,96
-1711437.5011987204,-269747.8590449289,926.1371839066709,97
-1684634.2566329418,-244669.36397778918,618.7086657270353,98
-1657750.7131566813,-219721.02658131762,717.0392443853586,99
-1630787.2990449234,-194904.02111223355,689.9105839680273,100
-1603744.4510319813,-170219.5200371465,736.9991136757602,101
-1576622.6143290305,-145668.69398920133,759.2668363775472,102
-1549422.2426417912,-121252.71172407939,821.9999999999998,103
-1522143.7981883583,-96972.7400753767,743.6536547989259,104
-1494787.751717163,-72829.94390933496,704.2642468141892,105
-1467354.5825250794,-48825.48607892858,672.0304072571614,106
-1439844.7784756469,-24960.52737730697,608.3390479391503,107
-1412258.8360174138,-1236.2264905710836,703.6937967032802,108
-1384597.2602023974,22346.26005009758,521.2184142595106,109
-1356860.5647046454,45785.777916979154,513.9591703340709,110
-1329049.271838892,69081.17503501946,390.189378363631,111
-1301163.9125793218,92231.3016317197,362.11010452163396,112
-1273205.026578397,115235.0102876933,335.00000000000006,113
-1245173.162185773,138091.15598791215,298.8028386101004,114
-1217068.8764672827,160798.5961736419,293.54600388426604,115
-1188892.7352239816,183356.19079506514,305.1559403714269,116
-1160645.3130112463,205762.80236461502,323.7120022491516,117
-1132327.1931579127,228017.29601100148,312.62680664270266,118
-1103938.9677854667,250118.5395339533,335.8973783409805,119
-1075481.237827252,272065.40345966734,335.0619581907457,120
-1046954.6130477029,293856.761096989,264.1261032444178,121
-1018359.7120615919,315491.488594305,272.4984738351354,122
-989697.1623532805,336968.46499717253,284.3446266831577,123
-960967.6002959602,358286.5723066823,195.98569489054543,124
-932171.6711708903,379444.6955385559,209.89681921269215,125
-903310.0291866085,400441.7227830007,209.79494908279543,126
-874383.3374981028,421276.5452653021,274.9996406083894,127
-845392.268225955,441948.0574071797,258.11458297007965,128
-816337.5024754205,462455.15688889555,306.21289523846224,129
-787219.7303554603,482796.7447121417,234.519881580742,130
-758039.6509976903,502971.7252636846,219.27334231614748,131
-728797.9725752578,522979.00637979317,273.9965477336516,132
-699495.4123216277,542817.4994114479,287.8645230782272,133
-670132.6965492627,562486.1192903288,240.16265366799178,134
-640710.5606681915,581983.7845956077,222.978826528851,135
-611229.7492044606,601309.4176215235,209.1344947952751,136
-581691.0158184528,620461.9444457674,204.77963646782698,137
-552095.1233230447,639440.2949986659,244.00000000000003,138
-522442.8437016345,658243.4031331857,262.7148478949906,139
-492734.9581259771,676870.2066957449,217.82796475045004,140
-462972.2569738607,695319.6475978483,196.0896108691317,141
-433155.5398465752,713590.6718885483,212.6587486321389,142
-403285.61558618833,731682.2298277314,239.629097487698,143
-373363.3022926039,749593.2759602487,166.7264093888057,144
-343389.4273403855,767322.7691908749,244,145
-313364.8273953558,784869.6728601176,185.5134092064559,146
-283290.3484309149,802232.9548208669,243.71632845088573,147
-253166.8457441245,819411.5875159081,268.7756890225189,148
-222995.1839714846,836404.5480562812,243.84610797175696,149
-192776.23710443563,853210.8183005033,283.1834064816518,150
-162510.88850453703,869829.3849346596,274.7462335785409,151
-132200.03091834637,886259.239553351,271.52237489727094,152
-101844.56649193214,902499.3787415304,289.99999999999994,153
-71445.40678507288,918548.8041572007,247.91222479337316,154
-41003.472785058024,934406.5226149992,318.129658140349,155
-10519.694920138285,950071.546170657,281.1744090231849,156
-1650684.9328187408,-1047694.7335830138,451.25622875864076,157
-1626219.6375538486,-1020659.2579671829,741.9794921821909,158
-1601668.0853031129,-993736.2099939252,773.3444755053504,159
-1577030.5725902375,-966926.7704178646,1352.4500795118765,160
-1552307.4040140808,-940232.119043547,1789.5619773417852,161
-1527498.8922630514,-913653.4346912282,1394.796842896833,162
-1502605.3581297393,-887191.8951621345,954.9942766307269,163
-1477627.1305258158,-860848.6772031912,1398.9663999999107,164
-1452564.5464971503,-834624.9564712216,2024.3023166333803,165
-1427417.9512391884,-808521.9074966074,1330.958045597146,166
-1402187.698112551,-782540.7036464115,1469.9425749982029,167
-1376874.1486588619,-756682.517086943,1388.1990541287275,168
-1351477.672616813,-730948.5187457883,1784.932662615664,169
-1325998.6479384229,-705339.878273276,1556.4528202575925,170
-1300437.460805532,-679857.7640033899,1306.2932035384677,171
-1274794.5056465017,-654503.3429141201,1461.5525717813787,172
-1249070.1851531041,-629277.7805872366,1447.8479303551098,173
-1223264.9102976262,-604182.2411675043,1497.1529420273696,174
-1197379.1003501539,-579217.8873213117,1827.7759348101138,175
-1171413.1828960567,-554385.8801947276,1916.3605232580296,176
-1145367.593853643,-529687.3793709594,1950.943918619644,177
-1119242.7774919898,-505123.54282723117,1921.9999999999998,178
-1093039.1864489582,-480695.5268910629,1828.7546585825223,179
-1066757.2817493572,-456404.4861959466,1617.356473669259,180
-1040397.5328232762,-432251.57363642455,1983.4607614096321,181
-1013960.4175245643,-408237.9403225436,1681.711503911354,182
-987446.4221494616,-384364.73553370795,1822.2127597993506,183
-960856.0414553602,-360633.1066719012,1878.7379639441563,184
-934189.7786797212,-337044.19921429286,1907.893513969551,185
-907448.1455590928,-313599.15666519885,1734.6758760965058,186
-880631.6623482665,-290299.12050741905,1544.61988540954,187
-853740.8578395449,-267145.2301529278,1548.5194747207731,188
-826776.2693821125,-244138.62289291542,1379.5852724222023,189
-799738.442901513,-221280.4338471848,1287.8473719260753,190
-772627.9329192151,-198571.79591287763,1072.1981993143186,191
-745445.3025722681,-176013.83971254958,1160.7907288318468,192
-718191.1236330392,-153607.69354156902,1104.7575509510234,193
-690865.9765290145,-131354.48331484865,1054.7183817794619,194
-663470.4503626724,-109255.33251288581,982.4669656145647,195
-636005.1429314095,-87311.3621271286,956.0010323690065,196
-608470.6607475224,-65523.69060464539,892.8037685812717,197
-580867.6190582144,-43893.4337920978,824.0484491421603,198
-553196.641865654,-22421.70487901633,762,199
-525458.3619470455,-1109.614340357669,672.2551588281077,200
-497653.42087472125,20041.73012164103,761.2495589486558,201
-469782.4690362399,41031.22363633363,718.9361194080349,202
-441846.1656544824,61857.76422425507,679.0976512619383,203
-413845.1788077401,82520.25285745277,651.4349252610341,204
-385780.185449786,103017.5935205438,596.5886922328125,205
-357651.87142991374,123348.6932725194,643.3853649295554,206
-329460.93151293485,143512.4623092972,628.5753403071501,207
-301208.0693991479,163507.8140270219,579.0112008635525,208
-272893.99774422694,183333.66508613495,514.1195395098645,209
-244519.43817906323,202988.93547619946,422.10783973468637,210
-216085.12132951253,222472.54858150063,394.7382878407031,211
-187591.7868360794,241783.4312474172,385.08805091604876,212
-159040.18337347708,260920.51384758388,453.1120689323958,213
-130431.06867010493,279882.730351831,482.50365262600707,214
-101765.20952738824,298669.01839492243,530.7579518755356,215
-73043.3818390046,317278.3193460912,497.2939754884301,216
-1539106.1407814529,1422584.4752503817,7,219
-1507591.7975020143,1442328.9271968806,15,220
-1476016.5464428482,1461903.488201555,49.765930373290075,221
-1444381.144217989,1481307.0560996798,74.54014096583965,222
-1412686.3568415074,1500538.5329746392,94.18472593315343,223
-1380932.9597446662,1519596.8252296105,95.44457600618904,224
-1349121.7377928519,1538480.843660121,119.23447662556558,225
-1317253.4853022736,1557189.5035274639,106.85132251039892,226
-1285329.0060563972,1575721.7246330036,58.787700354508395,227
-1253349.1133221246,1594076.4313933407,112.93166824513038,228
-1221314.6298656946,1612252.5529163664,75.71644870347163,229
-1189226.3879682864,1630249.0230781978,91,230
-1157085.2294413142,1648064.780600995,105.92687835648505,231
-1124892.0056414162,1665698.7691316763,94.97374063074966,232
-1092647.577485095,1683149.9373215185,146.63997982035107,233
-1060352.815463017,1700417.2389066555,123.56912316808412,234
-1028008.5996539432,1717499.6327894698,122.45109466596848,235
-995615.8197382902,1734396.083120897,120.52955707987874,236
-963175.3750112905,1751105.5593836193,140.9571007575742,237
-930688.174395744,1767627.036476174,141.16225092467803,238
-898155.1364543554,1783959.4947979643,132.32371160079146,239
-865577.1894016218,1800101.920335182,120.16852253366145,240
-832955.2711152672,1816053.3047476446,193.6261262603117,241
-800290.3291472098,1831812.6454565409,210.18960014980982,242
-767583.3207340349,1847378.945733097,221.49884063937563,243
-734835.2128069662,1862751.2147881475,169.29438933958335,244
-702046.9820013212,1877928.4678626447,143.14308601429195,245
-669219.6146654178,1892909.7263190658,127.36135123668345,246
-1013152.3822317814,-1206228.44333911,1578.8176712641696,247
-989188.7981833584,-1179847.3381709962,1648.4486830692647,248
-965139.9513421573,-1153586.762778978,1949.9462112682227,249
-941006.1877240199,-1127447.879856207,1701.9970127110303,250
-916787.861370704,-1101431.8511738176,1918.4306689954406,251
-892485.3343662288,-1075539.8375436042,2622.1670582257193,252
-868098.9768534723,-1049772.9987801919,1631.8637207325444,253
-843629.167050986,-1024132.4936626899,1659.8156150984876,254
-819076.2912700538,-998619.4798958183,1111.9999999999998,255
-794440.7439319761,-973235.1140705181,1321.6069717977293,256
-769722.9275855673,-947980.5516240242,1117.991713117753,257
-744923.2529248786,-922856.9467994103,1261.259870113439,258
-720042.1388071271,-897865.4526045815,1834.2404012165523,259
-695080.0122708335,-873007.220770732,1558.6810422799836,260
-670037.3085541648,-848283.4017102487,1820.5616236935316,261
-644914.4711134644,-823695.144474057,1387.865429091638,262
-619711.9516419809,-799243.596708412,1393.8101877506742,263
-594430.2100887819,-774929.9046111107,1563.4932626111458,264
-569069.7146778486,-750755.2128871469,1995.5014897661486,265
-543630.9419273386,-726720.6647037787,2429.9571091447647,266
-518114.3766690263,-702827.401645021,1855.0207951671935,267
-492520.5120679025,-679076.5636655403,2398.007739389207,268
-466849.8496419369,-655469.2890439649,1959.0340675816801,269
-441102.89928198105,-632006.7143355899,2250.427244108043,270
-415280.17927183135,-608689.9743244788,2402.7852741583956,271
-389382.21630841924,-585520.2019749586,2752.2109154025457,272
-363409.54552214453,-562498.5283824858,2100.7916782300326,273
-337362.71049733466,-539626.0827239048,2196.2076657681714,274
-311242.26329280745,-516903.99220706546,2072.785151206953,275
-285048.76446258236,-494333.382019819,2193.7567540899736,276
-258782.78307666117,-471915.37527835724,2254.9441231439287,277
-232444.8967419402,-449651.0929749207,1550.946315501336,278
-206035.69162318885,-427541.6539248456,1501.579281192435,279
-179555.76246414654,-405588.1747129542,1465.5943753279187,280
-153005.71260865848,-383791.7696392848,1259.79823317348,281
-126386.15402192631,-362153.55066414224,1264.0498589189474,282
-99697.70731178923,-340674.6273524786,1673.4365028422985,283
-72941.00175007946,-319356.10681758844,1949.44400398277,284
-1664582.8553547976,630950.361712055,0.9999999999999999,286
-1635212.8807605426,653375.1123220015,0.9999999999999998,287
-1605771.712634848,675648.6205106005,7.502400485091132,288
-1576259.9468313656,697769.7394164855,15.000950314777935,289
-1546678.1881542522,719737.3251458566,27.280411058787084,290
-1517027.0503771196,741550.236829451,18.45695854895323,291
-1487307.1562619812,763207.3366802611,10.506072283886576,292
-1457519.1375781589,784707.4900520223,15.282357524035703,293
-1427663.6351211672,806049.5654984681,17.061220767008688,294
-1397741.2987315548,827232.4348333571,20.999999999999996,295
-1367752.7873136806,848254.9731912836,22.000000000000004,296
-1337698.7688544434,869116.0590892663,95.41852698323689,297
-1307579.920441927,889814.5744891252,27.420544288798542,298
-1277396.9282839624,910349.404860648,40.496774232714195,299
-1247150.4877266067,930719.4392455635,99.52400516933535,300
-1216841.3032725083,950923.5703223024,110.65087053719868,301
-1186470.0885991575,970960.6944715758,88.4607857183935,302
-1156037.566577017,990829.7118427559,85.67360615405362,303
-1125544.4692875147,1010529.5264210734,130.1265697230904,304
-1094991.5380408862,1030059.0460956409,135.60692992065853,305
-1064379.5233938536,1049417.18272829,138.36462787418063,306
-1033709.1851671468,1068602.8522232445,173.60352811828798,307
-1002981.2924628302,1087614.9745976168,151.59868217321252,308
-972196.6236814399,1106452.4740527545,227.221516117465,309
-941355.9665389096,1125114.2790464135,159.0519528385754,310
-910460.1180832842,1143599.3223657862,212.7077006715418,311
-879509.884711192,1161906.5412013726,195.2578897688157,312
-848506.0821840868,1180034.877221704,214.77406215603085,313
-817449.5356442165,1197983.2766489312,209.04883901172525,314
-786341.0796303272,1215750.6903352623,182.2016844300662,315
-755181.5580930932,1233336.0738402742,252.51018011868723,316
-723971.8244102265,1250738.3875090792,219.01794185052285,317
-692712.7414013017,1267956.5965513818,168.38220947903537,318
-661405.1813422339,1284989.6711213903,195.50163934342876,319
-630050.0259794259,1301836.5863986192,264.50909265581646,320
-598648.1665435642,1318496.3226695687,244.25698413623206,321
-567200.5037630391,1334967.8654102825,243.62712599175646,322
-535707.9478769857,1351250.2053698043,266.3110357396484,323
-504171.4186479265,1367342.3386545135,280.2604200247672,324
-472591.8453740008,1383243.266813361,313.07832509969955,325
-440970.1669007559,1398951.9969239875,316.6354351228868,326
-409307.3316325089,1414467.5416797556,273.97089215496885,327
-377604.29754323064,1429788.919477669,280.1069348030246,328
-345862.0321869717,1444915.154507196,364.9999999999999,329
-314081.5127077739,1459845.2768399976,365,330
-282263.7258490883,1474578.3225205562,350.3146388605541,331
-250409.66796265924,1489113.333657717,246.26995613502163,332
-218520.34501686375,1503449.3585171322,174.00000000000003,333
-186596.77260449974,1517585.4516146148,173.99999999999997,334
-154639.97594997432,1531520.673810396,174.00000000000003,335
-122650.98991592562,1545254.0924043085,173.99999999999997,336
-90630.85900920558,1558784.7812318606,174,337
-58580.63738624399,1572111.820761238,212.5937842010947,338
-26501.38885775478,1585234.2981912023,222.05227829055343,339
5605.813107212043,1598151.307549911,240.37246848213238,340
37739.88537793408,1610861.94979464,181.99999999999994,341
69899.73515934766,1623365.3329124232,191.74483982944176,342
102084.25999014663,1635660.57202159,353.6812146882496,343
134292.3477415891,1647746.7894742182,291.3525767262104,344
-132407.52922771493,-1072444.1911138592,1491.5674043990741,345
-108128.31946521577,-1048098.4604759333,1623.8564208386927,346
-83768.78652370606,-1023892.4517956472,1580.431532063004,347
-59329.40548150393,-999827.3041112871,1458.63581296252,348
-34810.65959277632,-975904.155141808,1495.322156218117,349
-10213.040308362033,-952124.1412417133,1847.0721121276263,350
-1713979.3300278469,-172142.61692375224,589.2505253401919,351
-1686891.71662592,-147326.5386623854,396.91078962904936,352
-1659724.6517711878,-122642.83612179024,608.7321366868556,353
-1632478.5808083063,-98092.68177830604,608.885313049499,354
-1605153.957591986,-73677.24620364558,660.4647025525603,355
-1577751.2445048008,-49397.69802024231,730.5277860051499,356
-1550270.9124751457,-25255.203855958942,709.8539173086972,357
-1522713.440995316,-1250.9282981341992,600.253912712872,358
-1495079.3181397086,22613.966153012167,481.28157295161043,359
-1467369.04058315,46338.319131640565,547.1139359523303,360
-1439583.113619324,69920.97245420897,475.67851610420774,361
-1411722.0511793043,93360.77016807081,523.6933230156103,362
-1383786.3758501918,116656.55860073393,483.0731327892489,363
-1355776.6188938248,139807.18640980354,412.42977594082646,364
-1327693.3202655842,162811.50463360827,303.2205190570668,365
-1299537.0286332704,185668.36674250782,278.08502774701356,366
-1271308.301396039,208376.62869090564,320.7844552061425,367
-1243007.704703402,230935.1489699474,278.11661825125657,368
-1214635.813474278,253342.7886609292,245.80402877626108,369
-1186193.2114160864,275598.4114894072,219.37501206931702,370
-1157680.4910438762,297700.8838800307,350.4762181582077,371
-1129098.2536994738,319649.0750120829,251.582100014064,372
-1100447.1095706667,341441.8568757492,270.139851177978,373
-1071727.6777103748,363078.10432911525,213.11093353275146,374
-1042940.5860558422,384556.6951558903,199.02504318940595,375
-1014086.4714478059,405876.51012388256,182.00000000000003,376
-985165.9796496583,427036.43304420536,209.4351943630779,377
-956179.7653665731,448035.3508312384,276.71566735604335,378
-927128.4922646101,468872.1535633376,249.6854784391221,379
-898012.8329897617,489545.73454431276,304.6325573400351,380
-868833.4691869485,510054.9903656597,324.25085620886,381
-839591.091518958,530398.8209695658,347.2137382765599,382
-810286.3996852967,550576.1297126899,288.8409144910282,383
-780920.1024409669,570585.8234307163,334.19316155253307,384
-751492.9176151461,590426.8125037021,276.5409592120867,385
-722005.5721297583,610098.0109222054,253.51497165579138,386
-692458.8020179349,629598.3363542109,274.1703836585023,387
-662853.3524423422,648926.7102128499,260.31499380940716,388
-633189.9777133756,668082.057724935,244.95010208477686,389
-603469.4413072041,687063.3080002913,246.8789388037414,390
-573692.5158836566,705869.3941019075,211.83225409103417,391
-543859.9833039226,724499.2531169052,175.62677442030358,392
-513972.6346480936,742951.8262283244,217.42736740284383,393
-484031.2702324823,761226.0587877491,197.55029399118553,394
-454036.69962675375,779320.9003887539,212.18540192652665,395
-423989.741670825,797235.3049411903,210.8914589679503,396
-393891.22449153644,814968.2307463142,244.05080632583835,397
-363741.9855190738,832518.6405727617,241.19919457683463,398
-333542.8715031357,849885.5017333695,195.02706212229887,399
-303294.73852883064,867067.7861628538,212.98811029496957,400
-272998.452032273,884064.4704963422,263.7394772456639,401
-242654.88681590915,900874.5361487695,248.08849952442097,402
-212264.92706350252,917496.9693951433,289.9485298195168,403
-181829.46635480857,933930.7614516729,263.9341165778432,404
-151349.40767989887,950174.9085577759,281.25641756019184,405
-120825.66345314783,966228.4120589555,255.01830364621102,406
-90259.15552681578,982090.2784905673,176,407
-59650.8152042929,997759.5196624631,176,408
-29001.583252896082,1013235.152744521,176.00000000000003,409
1687.5900837118002,1028516.2003530709,176.00000000000003,410
-1662206.6211504238,-950880.4205666146,1132.4276243179054,411
-1637442.9953807036,-924075.6845670699,792.3489985007667,412
-1612593.7806144147,-897385.5893339216,645.5889738577057,413
-1587659.2893851376,-870811.3155340421,1318.06540815946,414
-1562639.8423473379,-844354.0427860004,1423.4944109154608,415
-1537535.7682912217,-818014.9496248156,1477.062378899935,416
-1512347.4041578327,-791795.2134661778,1390.3114887364834,417
-1487075.095054394,-765696.0105701188,1288.7993807385687,418
-1461719.1942698627,-739718.5160041436,1247.2969673510788,419
-1436280.063290731,-713863.9036058091,1217.001506210899,420
-1410758.0718170393,-688133.3459447462,1320.7357165990977,421
-1385153.5977786023,-662528.0142841298,1356.583155672784,422
-1359467.0273514604,-637049.0785415736,1323.7181802817295,423
-1333698.7549745203,-611697.7072494688,1349.0050713325318,424
-1307849.1833664083,-586475.0675147438,1209.386571606922,425
-1281918.7235425224,-561382.3249780566,1488.6632518961865,426
-1255907.7948322608,-536420.6437723894,2417.3344647275662,427
-1229816.8248964488,-511591.18648107524,1885.0911514651361,428
-1203646.2497449354,-486895.1140952232,1705.9999999999998,429
-1177396.5137543771,-462333.5859705521,1614.8102361227845,430
-1151068.0696861716,-437907.7597836279,1559.764562737048,431
-1124661.3787045663,-413618.7914874854,1356.3609765296642,432
-1098176.910394922,-389467.8352666515,1464.0312445366494,433
-1071615.1427821224,-365456.0434915476,1451.8636292851807,434
-1044976.562349129,-341584.56667227775,1478.2200718295871,435
-1018261.6640556755,-317854.5534117811,1419.635481181766,436
-991470.9513570903,-294267.15035836666,1466.6482778319462,437
-964604.9362232456,-270823.5021576055,1393.3177569064812,438
-937664.1391576267,-247524.75140358397,1339.3040409026246,439
-910649.0892165088,-224372.03858951645,1272.0204472207665,440
-883560.32402824,-201366.50205769553,1134.0856955798504,441
-856398.3898126256,-178509.277948798,1103.365400008426,442
-829163.8414003925,-155801.50015052184,1021.519786765543,443
-801857.242252752,-133244.30024556306,990.5505986455335,444
-774479.164481026,-110838.80745890888,975.5449296422404,445
-747030.1888663437,-88586.14860446441,899.5163928515071,446
-719510.9048794117,-66487.44803098978,897.4580350130525,447
-691921.9107003141,-44543.82756734902,762.7014462321154,448
-664263.8132383814,-22756.406467069406,792.5968765753036,449
-636537.2281520816,-1126.301352190081,762.2145619764708,450
-608742.7798689494,20345.37384358399,733.5542384107766,451
-580881.101605525,41657.50793244591,679.3993347387659,452
-552952.8353873206,62808.99253076087,617.630040521211,453
-524958.6320687743,83798.72211807361,660.9463216643394,454
-496899.15135321533,104625.59409683284,626.3665203288906,455
-468775.0618127987,125288.50885285485,592.2107601088564,456
-440587.0409084327,145786.36981652648,556,457
-412335.7750096609,166118.08352474717,526.6580893478675,458
-384021.9594145102,186282.5596836329,531.2726879674841,459
-355646.2983692905,206278.71123196484,509.8063242615535,460
-327209.50508831424,226105.4544054063,528.0725655103789,461
-298712.3017735781,245761.70880148126,457.00914027821227,462
-270155.41963433055,265246.39744533494,375.67431862272224,463
-241539.5989065694,284558.44685626356,406.72098811796883,464
-212865.58887242628,303696.78711503214,425.1165464867222,465
-184134.14787945265,322660.35193198285,416.9639782629223,466
-155346.0433597563,341448.0787159312,501.4430978645473,467
-126502.051849042,360058.9086438752,457.54382171233357,468
-97602.95900546575,378491.7867314972,439.4231357587222,469
-68649.55962836833,396745.66190448514,320.1967437076089,470
-1490302.1310008266,1537262.916683967,7.219273578835381,474
-1458478.0413787803,1556501.3557692566,21.82716430181661,475
-1426595.163409213,1575566.6395235895,47.08785313710966,476
-1394654.2828244832,1594457.6767442045,76.5261999742568,477
-1362656.1948264642,1613173.3807186894,70.13321391111863,478
-1330601.7041029793,1631712.6692994402,58.70408867588077,479
-1298491.6248439923,1650074.4649790074,61.00000000000001,480
-1266326.780757495,1668257.6949663137,62.83909608035539,481
-1234108.0050851095,1686261.2912637743,55.3861557062458,482
-1201836.140617382,1704084.1907452936,65.2867786817641,483
-1169512.0397087417,1721725.335235163,33.319130790078844,484
-1137136.5642921298,1739183.671587846,47.1774116616359,485
-1104710.5858932773,1756458.151768677,46.17819667257956,486
-1072234.985644607,1773547.7329354447,54.535207705969036,487
-1039710.6542987578,1790451.3775208916,63.856395938351966,488
-1007138.4922417096,1807168.053316115,42.68455055309654,489
-974519.4095055003,1823696.7335548755,57.504387915493666,490
-941854.325780503,1840036.3969988208,15.737019426299165,491
-909144.1704272688,1856186.0280236201,64.75170454310762,492
-876389.8824879038,1872144.616706013,69.21634246585602,493
-843592.410696974,1887911.1589117702,76.00893291531939,494
-810752.7134919091,1903484.6563845887,87.73793918017608,495
-777871.7590229044,1918864.1168358806,73.53302406084259,496
-1123098.0979026172,-1221840.6462752908,685.2171378533787,497
-1099178.175043559,-1195227.3648634816,1052.409167771753,498
-1075172.4712796488,-1168732.163452234,1827.8543419932148,499
-1051081.3164752678,-1142356.2078147142,1467.6946259946517,500
-1026905.0485070533,-1116100.662844382,1598.6835471388936,501
-1002644.0132796761,-1089966.692518654,2151.6416939183887,502
-978298.5647418578,-1063955.4598620702,2171.18132090025,503
-953869.064902637,-1038068.1269089462,1502.8622725182327,504
-929355.8838478714,-1012305.8546655041,1428.2002587477166,505
-904759.3997569678,-986669.8030714875,1737.4056463028078,506
-880079.998919852,-961161.1309612526,1875.1889072577235,507
-855318.0757541545,-935780.9960243267,2209.537384883593,508
